Code	Model	Species	Size	River	Model.type	Default	Sampled.season	Valid.season	Data.origin	N.presences	N.absences	N.interviews.or.studies	True.positive	False.positive	True.negative	False.negative	Sensitivity	Specificity	TSS	Balanced.accuracy
ABEOV	Squalius.alburnoides.GAM.Small.Estena.and.Yeguas.All	Squalius alburnoides	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	582	1411	NA	474	749	662	108	0.814	0.469	0.284	0.642
ABEQS	Squalius.alburnoides.HSC.Small.Estena.and.Yeguas.All	Squalius alburnoides	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	585	1419	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABERW	Squalius.alburnoides.NNET.Small.Estena.and.Yeguas.All	Squalius alburnoides	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	582	1411	NA	434	610	801	148	0.746	0.568	0.313	0.657
ABETV	Squalius.alburnoides.RF.Small.Estena.and.Yeguas.All	Squalius alburnoides	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	582	1411	NA	434	610	801	148	0.746	0.568	0.313	0.657
ABEVY	Squalius.alburnoides.SVM.Small.Estena.and.Yeguas.All	Squalius alburnoides	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	582	1411	NA	410	671	740	172	0.704	0.524	0.229	0.614
ABEOY	Squalius.alburnoides.GAM.Very.small.Estena.and.Yeguas.All	Squalius alburnoides	Very small	Estena (Guadiana) + Yeguas (Guadalquivir)	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	135	1858	NA	110	899	959	25	0.815	0.516	0.331	0.665
ABEQV	Squalius.alburnoides.HSC.Very.small.Estena.and.Yeguas.All	Squalius alburnoides	Very small	Estena (Guadiana) + Yeguas (Guadalquivir)	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	135	1861	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABERZ	Squalius.alburnoides.NNET.Very.small.Estena.and.Yeguas.All	Squalius alburnoides	Very small	Estena (Guadiana) + Yeguas (Guadalquivir)	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	135	1858	NA	118	947	911	17	0.874	0.49	0.364	0.682
ABETY	Squalius.alburnoides.RF.Very.small.Estena.and.Yeguas.All	Squalius alburnoides	Very small	Estena (Guadiana) + Yeguas (Guadalquivir)	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	135	1858	NA	118	947	911	17	0.874	0.49	0.364	0.682
ABEWY	Squalius.alburnoides.SVM.Very.small.Estena.and.Yeguas.All	Squalius alburnoides	Very small	Estena (Guadiana) + Yeguas (Guadalquivir)	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	135	1858	NA	90	564	1294	45	0.667	0.696	0.363	0.682
ABEOQ	Squalius.alburnoides.GAM.Large.Yeguas.All	Squalius alburnoides	Large	Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	88	638	NA	86	286	352	2	0.977	0.552	0.529	0.764
ABEPU	Squalius.alburnoides.HSC.Large.Yeguas.All	Squalius alburnoides	Large	Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	88	639	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABEQZ	Squalius.alburnoides.NNET.Large.Yeguas.All	Squalius alburnoides	Large	Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	88	638	NA	82	235	403	6	0.932	0.632	0.563	0.782
ABESW	Squalius.alburnoides.RF.Large.Yeguas.All	Squalius alburnoides	Large	Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	88	638	NA	82	235	403	6	0.932	0.632	0.563	0.782
ABEUX	Squalius.alburnoides.SVM.Large.Yeguas.All	Squalius alburnoides	Large	Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	88	638	NA	79	174	464	9	0.898	0.727	0.625	0.813
ABEOT	Squalius.alburnoides.GAM.Medium.Yeguas.All	Squalius alburnoides	Medium	Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	148	578	NA	127	211	367	21	0.858	0.635	0.493	0.747
ABEPX	Squalius.alburnoides.HSC.Medium.Yeguas.All	Squalius alburnoides	Medium	Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	148	579	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABERU	Squalius.alburnoides.NNET.Medium.Yeguas.All	Squalius alburnoides	Medium	Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	148	578	NA	137	224	354	11	0.926	0.612	0.538	0.769
ABESZ	Squalius.alburnoides.RF.Medium.Yeguas.All	Squalius alburnoides	Medium	Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	148	578	NA	137	224	354	11	0.926	0.612	0.538	0.769
ABEVW	Squalius.alburnoides.SVM.Medium.Yeguas.All	Squalius alburnoides	Medium	Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	148	578	NA	115	148	430	33	0.777	0.744	0.521	0.76
ABEOW	Squalius.alburnoides.GAM.Small.Yeguas.All	Squalius alburnoides	Small	Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	187	539	NA	160	299	240	27	0.856	0.445	0.301	0.65
ABEQT	Squalius.alburnoides.HSC.Small.Yeguas.All	Squalius alburnoides	Small	Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	187	540	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABERX	Squalius.alburnoides.NNET.Small.Yeguas.All	Squalius alburnoides	Small	Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	187	539	NA	147	238	301	40	0.786	0.558	0.345	0.672
ABETW	Squalius.alburnoides.RF.Small.Yeguas.All	Squalius alburnoides	Small	Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	187	539	NA	147	238	301	40	0.786	0.558	0.345	0.672
ABEVZ	Squalius.alburnoides.SVM.Small.Yeguas.All	Squalius alburnoides	Small	Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	187	539	NA	128	230	309	59	0.684	0.573	0.258	0.629
ABEOZ	Squalius.alburnoides.GAM.Very.small.Yeguas.All	Squalius alburnoides	Very small	Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	109	617	NA	81	274	343	28	0.743	0.556	0.299	0.65
ABEQW	Squalius.alburnoides.HSC.Very.small.Yeguas.All	Squalius alburnoides	Very small	Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	109	618	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABEST	Squalius.alburnoides.NNET.Very.small.Yeguas.All	Squalius alburnoides	Very small	Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	109	617	NA	98	334	283	11	0.899	0.459	0.358	0.679
ABETZ	Squalius.alburnoides.RF.Very.small.Yeguas.All	Squalius alburnoides	Very small	Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	109	617	NA	98	334	283	11	0.899	0.459	0.358	0.679
ABEWZ	Squalius.alburnoides.SVM.Very.small.Yeguas.All	Squalius alburnoides	Very small	Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	109	617	NA	81	248	369	28	0.743	0.598	0.341	0.671
ABFGI	Squalius.carolitertii.GAM.Small.Curueno.All	Squalius carolitertii	Small	Curueño (Douro)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	15	905	NA	14	271	634	1	0.933	0.701	0.634	0.817
ABFGN	Squalius.carolitertii.HSC.Small.Curueno.All	Squalius carolitertii	Small	Curueño (Douro)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	15	905	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFGS	Squalius.carolitertii.NNET.Small.Curueno.All	Squalius carolitertii	Small	Curueño (Douro)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	15	905	NA	15	275	630	0	1	0.696	0.696	0.848
ABFGT	Squalius.carolitertii.RF.Small.Curueno.All	Squalius carolitertii	Small	Curueño (Douro)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	15	905	NA	15	275	630	0	1	0.696	0.696	0.848
ABFGU	Squalius.carolitertii.SVM.Small.Curueno.All	Squalius carolitertii	Small	Curueño (Douro)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	15	905	NA	11	226	679	4	0.733	0.75	0.484	0.742
ABEXZ	Squalius.carolitertii.FRBS.Large.EKorL.Spring.Summer.Autumn	Squalius carolitertii	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABEXY	Squalius.carolitertii.FRBS.Large.EKorL.Autumn.Winter.Spring	Squalius carolitertii	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFGK	Squalius.carolitertii.HSC.Large.EKorL.Spring.Summer.Autumn	Squalius carolitertii	Large		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFGJ	Squalius.carolitertii.HSC.Large.EKorL.Autumn.Winter.Spring	Squalius carolitertii	Large		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFGH	Squalius.carolitertii.FRBS.Small.EKorL.Spring.Summer.Autumn	Squalius carolitertii	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABEYZ	Squalius.carolitertii.FRBS.Small.EKorL.Autumn.Winter.Spring	Squalius carolitertii	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFGP	Squalius.carolitertii.HSC.Small.EKorL.Spring.Summer.Autumn	Squalius carolitertii	Small		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFGO	Squalius.carolitertii.HSC.Small.EKorL.Autumn.Winter.Spring	Squalius carolitertii	Small		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFGM	Squalius.carolitertii.HSC.Large.Lima.Winter.Spring	Squalius carolitertii	Large	Lima	HSC	TRUE	"Winter; Spring"	"Winter; Spring"	Field survey	30	113	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFGL	Squalius.carolitertii.HSC.Large.Lima.Summer.Autumn	Squalius carolitertii	Large	Lima	HSC	TRUE	"Summer; Autumn"	"Summer; Autumn"	Field survey	32	90	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFGR	Squalius.carolitertii.HSC.Small.Lima.Winter.Spring	Squalius carolitertii	Small	Lima	HSC	TRUE	"Winter; Spring"	"Winter; Spring"	Field survey	54	113	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFGQ	Squalius.carolitertii.HSC.Small.Lima.Summer.Autumn	Squalius carolitertii	Small	Lima	HSC	TRUE	"Summer; Autumn"	"Summer; Autumn"	Field survey	93	90	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFGW	Squalius.laietanus.FRBS.Large.EKorL.Spring.Summer.Autumn	Squalius laietanus	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
ABFGV	Squalius.laietanus.FRBS.Large.EKorL.Autumn.Winter.Spring	Squalius laietanus	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
ABFHI	Squalius.laietanus.HSC.Large.EKorL.Spring.Summer.Autumn	Squalius laietanus	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
ABFGZ	Squalius.laietanus.HSC.Large.EKorL.Autumn.Winter.Spring	Squalius laietanus	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
ABFGY	Squalius.laietanus.FRBS.Small.EKorL.Spring.Summer.Autumn	Squalius laietanus	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
ABFGX	Squalius.laietanus.FRBS.Small.EKorL.Autumn.Winter.Spring	Squalius laietanus	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
ABFHK	Squalius.laietanus.HSC.Small.EKorL.Spring.Summer.Autumn	Squalius laietanus	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
ABFHJ	Squalius.laietanus.HSC.Small.EKorL.Autumn.Winter.Spring	Squalius laietanus	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA
ABFHM	Squalius.malacitanus.FRBS.Large.EKorL.Spring.Summer.Autumn	Squalius malacitanus	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFHL	Squalius.malacitanus.FRBS.Large.EKorL.Autumn.Winter.Spring	Squalius malacitanus	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFHQ	Squalius.malacitanus.HSC.Large.EKorL.Spring.Summer.Autumn	Squalius malacitanus	Large		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFHP	Squalius.malacitanus.HSC.Large.EKorL.Autumn.Winter.Spring	Squalius malacitanus	Large		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFHO	Squalius.malacitanus.FRBS.Small.EKorL.Spring.Summer.Autumn	Squalius malacitanus	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFHN	Squalius.malacitanus.FRBS.Small.EKorL.Autumn.Winter.Spring	Squalius malacitanus	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFHS	Squalius.malacitanus.HSC.Small.EKorL.Spring.Summer.Autumn	Squalius malacitanus	Small		HSC	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFHR	Squalius.malacitanus.HSC.Small.EKorL.Autumn.Winter.Spring	Squalius malacitanus	Small		HSC	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
ABFHU	Squalius.pyrenaicus.FRBS.Large.EKorL.Spring.Summer.Autumn	Squalius pyrenaicus	Large		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABFHT	Squalius.pyrenaicus.FRBS.Large.EKorL.Autumn.Winter.Spring	Squalius pyrenaicus	Large		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABFIS	Squalius.pyrenaicus.HSC.Large.EKorL.Spring.Summer.Autumn	Squalius pyrenaicus	Large		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABFIR	Squalius.pyrenaicus.HSC.Large.EKorL.Autumn.Winter.Spring	Squalius pyrenaicus	Large		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABFHW	Squalius.pyrenaicus.FRBS.Small.EKorL.Spring.Summer.Autumn	Squalius pyrenaicus	Small		FRBS	TRUE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABFHV	Squalius.pyrenaicus.FRBS.Small.EKorL.Autumn.Winter.Spring	Squalius pyrenaicus	Small		FRBS	TRUE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABFJL	Squalius.pyrenaicus.HSC.Small.EKorL.Spring.Summer.Autumn	Squalius pyrenaicus	Small		HSC	FALSE		"Spring; Summer; Autumn"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABFJK	Squalius.pyrenaicus.HSC.Small.EKorL.Autumn.Winter.Spring	Squalius pyrenaicus	Small		HSC	FALSE		"Autumn; Winter; Spring"	Expert knowledge	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA
ABFHX	Squalius.pyrenaicus.GAM.Large.Estena.All	Squalius pyrenaicus	Large	Estena (Guadiana)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	92	1175	NA	88	605	570	4	0.957	0.485	0.442	0.721
ABFIT	Squalius.pyrenaicus.HSC.Large.Estena.All	Squalius pyrenaicus	Large	Estena (Guadiana)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	92	1185	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJQ	Squalius.pyrenaicus.NNET.Large.Estena.All	Squalius pyrenaicus	Large	Estena (Guadiana)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	92	1175	NA	79	392	783	13	0.859	0.666	0.525	0.763
ABFKM	Squalius.pyrenaicus.RF.Large.Estena.All	Squalius pyrenaicus	Large	Estena (Guadiana)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	92	1175	NA	79	392	783	13	0.859	0.666	0.525	0.763
ABFKX	Squalius.pyrenaicus.SVM.Large.Estena.All	Squalius pyrenaicus	Large	Estena (Guadiana)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	92	1175	NA	71	338	837	21	0.772	0.712	0.484	0.742
ABFIJ	Squalius.pyrenaicus.GAM.Medium.Estena.All	Squalius pyrenaicus	Medium	Estena (Guadiana)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	190	1077	NA	170	640	437	20	0.895	0.406	0.3	0.65
ABFIW	Squalius.pyrenaicus.HSC.Medium.Estena.All	Squalius pyrenaicus	Medium	Estena (Guadiana)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	191	1086	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJT	Squalius.pyrenaicus.NNET.Medium.Estena.All	Squalius pyrenaicus	Medium	Estena (Guadiana)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	190	1077	NA	173	601	476	17	0.911	0.442	0.352	0.676
ABFKP	Squalius.pyrenaicus.RF.Medium.Estena.All	Squalius pyrenaicus	Medium	Estena (Guadiana)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	190	1077	NA	173	601	476	17	0.911	0.442	0.352	0.676
ABFLM	Squalius.pyrenaicus.SVM.Medium.Estena.All	Squalius pyrenaicus	Medium	Estena (Guadiana)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	190	1077	NA	135	369	708	55	0.711	0.657	0.368	0.684
ABFIN	Squalius.pyrenaicus.GAM.Small.Estena.All	Squalius pyrenaicus	Small	Estena (Guadiana)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	185	1082	NA	146	455	627	39	0.789	0.579	0.369	0.684
ABFJM	Squalius.pyrenaicus.HSC.Small.Estena.All	Squalius pyrenaicus	Small	Estena (Guadiana)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	185	1092	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJX	Squalius.pyrenaicus.NNET.Small.Estena.All	Squalius pyrenaicus	Small	Estena (Guadiana)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	185	1082	NA	160	537	545	25	0.865	0.504	0.369	0.684
ABFKT	Squalius.pyrenaicus.RF.Small.Estena.All	Squalius pyrenaicus	Small	Estena (Guadiana)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	185	1082	NA	160	537	545	25	0.865	0.504	0.369	0.684
ABFLQ	Squalius.pyrenaicus.SVM.Small.Estena.All	Squalius pyrenaicus	Small	Estena (Guadiana)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	185	1082	NA	129	373	709	56	0.697	0.655	0.353	0.676
ABFHY	Squalius.pyrenaicus.GAM.Large.Estena.and.Yeguas.All	Squalius pyrenaicus	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	94	1899	NA	87	827	1072	7	0.926	0.565	0.49	0.745
ABFIU	Squalius.pyrenaicus.HSC.Large.Estena.and.Yeguas.All	Squalius pyrenaicus	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	94	1910	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJR	Squalius.pyrenaicus.NNET.Large.Estena.and.Yeguas.All	Squalius pyrenaicus	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	94	1899	NA	79	703	1196	15	0.84	0.63	0.47	0.735
ABFKN	Squalius.pyrenaicus.RF.Large.Estena.and.Yeguas.All	Squalius pyrenaicus	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	94	1899	NA	79	703	1196	15	0.84	0.63	0.47	0.735
ABFKY	Squalius.pyrenaicus.SVM.Large.Estena.and.Yeguas.All	Squalius pyrenaicus	Large	Estena (Guadiana) + Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	94	1899	NA	71	584	1315	23	0.755	0.692	0.448	0.724
ABFIK	Squalius.pyrenaicus.GAM.Medium.Estena.and.Yeguas.All	Squalius pyrenaicus	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	202	1791	NA	166	768	1023	36	0.822	0.571	0.393	0.696
ABFIX	Squalius.pyrenaicus.HSC.Medium.Estena.and.Yeguas.All	Squalius pyrenaicus	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	203	1801	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJU	Squalius.pyrenaicus.NNET.Medium.Estena.and.Yeguas.All	Squalius pyrenaicus	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	202	1791	NA	181	900	891	21	0.896	0.497	0.394	0.697
ABFKQ	Squalius.pyrenaicus.RF.Medium.Estena.and.Yeguas.All	Squalius pyrenaicus	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	202	1791	NA	181	900	891	21	0.896	0.497	0.394	0.697
ABFLN	Squalius.pyrenaicus.SVM.Medium.Estena.and.Yeguas.All	Squalius pyrenaicus	Medium	Estena (Guadiana) + Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	202	1791	NA	135	565	1226	67	0.668	0.685	0.353	0.676
ABFIO	Squalius.pyrenaicus.GAM.Small.Estena.and.Yeguas.All	Squalius pyrenaicus	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	GAM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	207	1786	NA	173	841	945	34	0.836	0.529	0.365	0.682
ABFJN	Squalius.pyrenaicus.HSC.Small.Estena.and.Yeguas.All	Squalius pyrenaicus	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	HSC	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	207	1797	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJY	Squalius.pyrenaicus.NNET.Small.Estena.and.Yeguas.All	Squalius pyrenaicus	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	NNET	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	207	1786	NA	174	880	906	33	0.841	0.507	0.348	0.674
ABFKU	Squalius.pyrenaicus.RF.Small.Estena.and.Yeguas.All	Squalius pyrenaicus	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	RF	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	207	1786	NA	174	880	906	33	0.841	0.507	0.348	0.674
ABFLR	Squalius.pyrenaicus.SVM.Small.Estena.and.Yeguas.All	Squalius pyrenaicus	Small	Estena (Guadiana) + Yeguas (Guadalquivir)	SVM	FALSE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	207	1786	NA	139	606	1180	68	0.671	0.661	0.332	0.666
ABFHZ	Squalius.pyrenaicus.GAM.Large.TRBD.All	Squalius pyrenaicus	Large	Tagus River Basin District	GAM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	226	NA	21	88	138	0	1	0.611	0.611	0.805
ABFIV	Squalius.pyrenaicus.HSC.Large.TRBD.All	Squalius pyrenaicus	Large	Tagus River Basin District	HSC	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	226	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABFJS	Squalius.pyrenaicus.NNET.Large.TRBD.All	Squalius pyrenaicus	Large	Tagus River Basin District	NNET	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	226	NA	21	55	171	0	1	0.757	0.757	0.878
ABFKO	Squalius.pyrenaicus.RF.Large.TRBD.All	Squalius pyrenaicus	Large	Tagus River Basin District	RF	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	226	NA	21	55	171	0	1	0.757	0.757	0.878
ABFKZ	Squalius.pyrenaicus.SVM.Large.TRBD.All	Squalius pyrenaicus	Large	Tagus River Basin District	SVM	TRUE	Summer	"Winter; Spring; Summer; Autumn"	Field survey	21	226	NA	18	44	182	3	0.857	0.805	0.662	0.831
